subs,title
"[,],Formation and Early Campaigns,[,],World War I,[,],Inter War Years,[,],World War II,[,],Post Independence",8 Gorkha Rifles
,Bhanbhagta Gurung
,Tamandu
"[,],Footnotes,[,],Citations",2nd King Edward VII's Own Gurkha Rifles (The Sirmoor Rifles)
,Stan Gurney
"[,],Batteries,[,],Unit trades,[,],Equipment,[,],World War II,[,],Cold War,[,],Balkan wars",3rd Regiment Royal Horse Artillery
,Lachhiman Gurung
,George Ward Gunn
,George Gristock
"[,],Battle of Arnhem",John Hollington Grayburn
,Thomas Gray (VC)
,Scheldt
,Honshu
,"HMS , (67)"
"[,],VC action,[,],Grays Peak, British Columbia,[,],Hampton Gray Memorial Elementary",Robert Hampton Gray
,Percy Gratwick
,"HMS , (N37)"
,Israeli military decorations
"[,],Island morphology,[,],Mountains and valleys,[,],Gorges, rivers, and lakes,[,],Surrounding islands,[,],Climate,[,],Administration,[,],Cities,[,],Culture,[,],Economy,[,],Transport infrastructure,[,],Tourism,[,],Sport,[,],Archaeological sites and museums,[,],Environmentally protected areas,[,],Development,[,],Holiday homes and immigration,[,],Prehistoric fauna,[,],Mammals,[,],Birds,[,],Reptiles and amphibians,[,],Arthropods,[,],Crustaceans and molluscs,[,],Sealife,[,],Flora,[,],Prehistoric Crete,[,],Minoan civilization,[,],Mycenean civilization,[,],Roman rule,[,],Byzantine Empire – first period,[,],Emirate of Crete,[,],Byzantine Empire – second period,[,],Venetian rule,[,],Ottoman rule,[,],Cretan State 1898-1908,[,],World War II",Crete
"[,],Bintang Republik Indonesia (""Star of the Republic of Indonesia""),[,],Bintang Mahaputera (""Star of Mahaputera""),[,],Bintang Sakti (""The Sacred Star""),[,],Bintang Dharma (""Military Distinguished Service Star""),[,],Bintang Gerilya (""Guerrilla Star""),[,],Bintang Garuda (""Garuda Star""),[,],Bintang Sewindu Angkatan Perang (""Armed Forces Eight Years’ Service Star""),[,],Bintang Yudha Dharma (""Defence Meritorious Service Star""),[,],Bintang Kartika Eka Paksi (""Army Meritorious Service Star""),[,],Bintang Jalasena (""Navy Meritorious Service Star""),[,],Bintang Swabhuwana Paksa (""Air Force Meritorious Service Star""),[,],Bintang Bhayangkara (""National Police Meritorious Service Star""),[,],Satyalencana Kesetiaan 8, 16 dan 24 Tahun (""Loyalty Service Medals: 8, 16 and 24 years""),[,],Satyalencana Dwija Sistha (""Military Instructor Service Medals""),[,],Satyalencana Gerakan Operasi Militer I-IX (""Military Operational Service Medals I-IX""),[,],Satyalencana Bhakti (""Wounded Medal""),[,],Satyalencana Peristiwa (""Commemoration Medals""),[,],Satyalencana Teladan (""Good Conduct Medal""),[,],Satyalencana Dharma Nusa (""National Defence Service Medal""),[,],Satyalencana Penegak (""Medal for Combat Against Communist""),[,],Satyalencana Wira Dharma (""Malaysia/Northern Borneo Military Campaign Medal""),[,],Satyalencana Seroja Timur (""Timor Military Campaign Medal"")","Orders, decorations, and medals of Indonesia"
"[,],Extent,[,],Oceanography,[,],Coastal countries,[,],Subdivisions,[,],10 Largest islands by area,[,],Climate,[,],Tectonic evolution,[,],Paleoenvironmental analysis,[,],Biodiversity,[,],Sea-level rise,[,],Pollution,[,],Shipping,[,],Tourism,[,],Overfishing,[,],Aquaculture",Mediterranean Sea
,Thomas William Gould
"[,],General Awards,[,],Gallantry Awards,[,],Disciplined Services and ICAC Awards,[,],General Awards,[,],Recipients of Hong Kong Gallantry Awards","Orders, decorations, and medals of Hong Kong"
"[,],Padma awards,[,],National Sports Awards,[,],Vir Chakra Valour awards,[,],Peacetime gallantry awards",Indian honours system
"[,],General Armed Forces medals,[,],Army medals,[,],Navy medals,[,],Air Force medals,[,],Victory medals","List of orders, decorations and medals of the Republic of China"
"[,],Order of the Star of the Revolution,[,],Aung San Thuriya,[,],Thiha Thura,[,],Thura","Orders, decorations, and medals of Burma"
,United States law enforcement decorations
"[,],Grand Crosses",Mexican Imperial Orders
"[,],By order of precedence,[,],By military department,[,],Obsolete,[,],Unofficial",Awards and decorations of the United States military
"[,],Senior Executive Service,[,],National Intelligence Community Awards,[,],[,],National Oceanic and Atmospheric Administration,[,],DOD-level awards for civilian service,[,],DOD-level awards for private citizens,[,],Office of the Secretary of Defense,[,],OSD-level awards for civilian service,[,],OSD-level awards for civilian service or private citizens,[,],Joint Chiefs of Staff,[,],DOD Office of the Inspector General (OIG),[,],Department of the Army,[,],Department of the Air Force,[,],Department of the Navy,[,],Defense Commissary Agency,[,],Defense Contract Audit Agency,[,], (DCMA),[,],Defense Information Systems Agency,[,],Defense Intelligence Agency,[,],Defense Logistics Agency,[,],Defense Supply Agency,[,], (DTRA),[,],National Geospatial-Intelligence Agency,[,],National Reconnaissance Office,[,],National Security Agency,[,],Employee awards,[,],Public awards,[,],National Institutes of Health,[,],United States Public Health Service Commissioned Corps,[,], (CDC) / , (ATSDR),[,],U.S. Customs and Border Protection,[,],Federal Emergency Management Agency,[,],U.S. Coast Guard,[,],U.S. Secret Service,[,],Bureau of Alcohol, Tobacco, Firearms, and Explosives,[,],Drug Enforcement Administration,[,],Federal Bureau of Investigation,[,],Federal Bureau of Prisons,[,],Department of State,[,],United States Agency for International Development,[,],/,[,],Arms Control and Disarmament Agency,[,],Foreign Agricultural Service,[,],Animal and Plant Health Inspection Service,[,],United States Commercial Service,[,],Federal Aviation Administration,[,],Maritime Administration,[,],Internal Revenue Service,[,],Office of Thrift Supervision",Awards and decorations of the United States government
,Jamaican honours system
,"Orders, decorations, and medals of Trinidad and Tobago"
"[,],Orders,[,],Medals","Orders, decorations, and medals of the Dominican Republic"
"[,],Saskatchewan,[,],Ontario,[,],British Columbia,[,],Alberta,[,],Newfoundland and Labrador","Orders, decorations, and medals of the Canadian provinces"
"[,],Recipients",Colombian military decorations
,Order of Barbados
,List of post-nominal letters (Antigua and Barbuda)
,"Orders, decorations, and medals of Rhodesia"
,"Orders, decorations, and medals of Zimbabwe"
"[,],Military,[,],Civilian,[,],1967-1986,[,],1986-2002,[,],Military,[,],Civilian","Orders, decorations, and medals of South Africa"
,"Orders, decorations, and medals of Tanzania"
,"Orders, decorations and medals of Senegal"
,"Orders, decorations, and medals of Nigeria"
,"Orders, decorations and medals of Namibia"
,"Orders, decorations, and medals of Mozambique"
,State Commendations of Kenya
,"Category:Orders, decorations, and medals of Egypt"
,"Category:Orders, decorations, and medals of Ethiopia"
,"Orders, decorations and medals of Botswana"
,State decoration
"[,],Legion of Merit,[,],Order of Merit,[,],Order of Bernardo O'Higgins,[,],Order of Naval Merit,[,],Order of Educational and Cultural Merit ""Gabriela Mistral,[,],Decorations for Gallantry,[,],Decorations for Distinguished Service,[,],Decorations for Meritorious Service,[,],Decorations for Long and Meritorious Service,[,],Commemorative Medals,[,],Long service awards,[,],Service School medals,[,],Service medals","Orders, decorations, and medals of Chile"
,Template talk:Decorations by country
,Template:Decorations by country
,Tamgha-e-Quaid-e-Azam
,Editing Civil decorations of Pakistan (section)
,Editing Template:Decorations by country
,Hilal-i-Imtiaz
,Editing Civil decorations of Pakistan (section)
,Nishan-e-Shujaat
,Order (honour)
"Background,In England,Barrister,Rising leader,Break from the Congress,Background to independence,Second World War and Lahore Resolution,Postwar,Mountbatten and independence,Books,Journals and other media",Muhammad Ali Jinnah
,Pride of Performance
"[,],Previous constitutions,[,],1969–1973,[,],Islamic provisions,[,],Comparison with previous constitutions",Constitution of Pakistan
"Protostar formation,Main sequence,Post-main sequence,Age,Chemical composition,Diameter,Kinematics,Magnetic field,Mass,Rotation,Temperature,Luminosity,Magnitude",Star
"[,],Traditional nursing,[,],19th century,[,],Church sponsored hospitals and nursing,[,],Military nursing,[,],Nursing schools,[,],World War I,[,],World War II,[,],Work environment,[,],Australia,[,],European Union,[,],United Kingdom,[,],Canada,[,],Japan,[,],United States,[,],Historiical",Nursing
,Civil awards and decorations
"[,],Classical republics,[,],India,[,],Other ancient republics,[,],Icelandic Commonwealth,[,],Mercantile republics,[,],Protestant republics,[,],Philippines,[,],Liberal republics,[,],Decolonization,[,],Socialist republics,[,],Islamic republics,[,],Structure,[,],Election,[,],Ambiguities,[,],Sub-national republics,[,],Political philosophy,[,],United States",Republic
,Independence
"[,],Description,[,],Cavaliers of the Order of Bravery I grade",Order of Bravery
"[,],1996 medal",Hero of Belarus
"[,],Bangladesh Army,[,],Bangladesh Navy,[,],Bangladesh Air Force,[,],Bangladesh Rifles Currently known as Border Guard of Bangladesh",Bir Sreshtho
,Editing Civil decorations of Pakistan
"[,],Before the First World War,[,],Since initial independence,[,],Human rights,[,],Foreign relations,[,],Military,[,],Administrative divisions,[,],Religion,[,],Literature,[,],Music,[,],Performances,[,],Dress,[,],Cuisine,[,],World Heritage Sites,[,],Telecommunications",Belarus
"[,],Argentine Army,[,],Argentine Navy,[,],[,],Argentine Army,[,],Argentine Navy,[,],Argentine Air Force",Cross to the Heroic Valour in Combat
"[,],Heroes of Socialist Labor,[,],Heroes of the Soviet Union",National Hero of Azerbaijan
,Template talk:Highest gallantry awards
,Template:Highest gallantry awards
"Antiquity,Feudal era,Modern era,Republic era,Landscape,Biodiversity,Human rights,Foreign relations,Administrative divisions,Energy,Banking,Agriculture,Tourism,Transportation,Religion,Language,Education,Music and folk dances,Architecture,Cinematography,Folk art,Cuisine,Literature,Sports",Azerbaijan
,Karnal Sher Khan
,Editing Template:Highest gallantry awards
,Shabbir Sharif
"[,],Mountain combat,[,],Final combat,[,],Death",Lalak Jan
,Muhammad Mahfuz
,Rashid Minhas
,Muhammad Akram
,Template talk:Nishan-e-Haider
,Template:Nishan-e-Haider
,Tufail Mohammad
,Editing Template:Nishan-e-Haider
,Portal:Pakistan
,Editing Nishan-e-Haider (section)
,Nishan-e-Haider
,Editing Nishan-e-Haider (section)
Kashmir related holidays,Azad Kashmir
,Editing Nishan-e-Haider (section)
,Karnal Sher Khan
"[,],Final phase of war,[,],Honors and recognitions",Saif Ali Janjua
,Sawar Muhammad Hussain
,Shabbir Sharif
,Muhammad Mahfuz
,Rashid Minhas
,Tufail Mohammad
,Muhammad Sarwar
,Raja Aziz Bhatti
,Muhammad Akram
,Editing Nishan-e-Haider (section)
,Editing Nishan-e-Haider (section)
,Combat
"[,],Western antiquity and Middle Ages,[,],Eastern traditions,[,],Modernity,[,],Bravery,[,],Perseverance,[,],Honesty,[,],Zest",Courage
"[,],Imperial and colonial honours,[,],Canadian honours,[,],Order of Merit,[,],Order of Canada,[,],Order of Military Merit,[,],Order of Merit of the Police Forces,[,],Royal Victorian Order,[,],Order of the Hospital of Saint John of Jerusalem,[,],Military valour decorations,[,],Bravery decorations,[,],Meritorious service decorations,[,],Commemorative medals,[,],Campaign medals,[,],Sacrifice medals,[,],Service medals,[,],Exemplary service medals,[,],Long service and good conduct medals,[,],Canadian Forces Decoration,[,],Other","Orders, decorations, and medals of Canada"
"[,],Orders of Honours,[,],New Year and Birthday Honours,[,],New Year Honours lists,[,],Queen's Birthday Honours lists,[,],Prime Minister's Resignation Honours,[,],The Order of St Patrick,[,],Imperial orders,[,],The Royal Guelphic Order,[,],Hereditary peerage,[,],Life peerage,[,],Baronetcy,[,],Knighthood,[,],Order of St John,[,],Other orders,[,],Bibliography","Orders, decorations, and medals of the United Kingdom"
"[,],Army recipients,[,],Navy, Marine, and Coast Guard recipients,[,],Air Force recipients,[,],Ribbons, lapel button, and ""V"" device,[,],Historical versions,[,],Flag,[,],Evolution of criteria,[,],Privileges and courtesies,[,],Saluting,[,],Enforcement,[,],Double recipients,[,],Citations,[,],Sources",Medal of Honor
"[,],Mountain combat,[,],Final combat,[,],Death",Lalak Jan
,Habibullah Khan Khattak
"[,],Initial invasion,[,],Indian operation in the Kashmir Valley,[,],Attempted link-up at Poonch and fall of Mirpur,[,],Fall of Jhanger and attacks on Naoshera and Uri,[,],Operation Vijay: counterattack to Jhanger,[,],Indian Spring Offensive,[,],Operations Gulab and Eraze,[,],Operation Bison,[,],Operation Easy; Poonch link-up,[,],Moves up to cease-fire,[,],Battle honours,[,],Gallantry awards",Indo-Pakistani War of 1947
,Sandy Gall
"[,],Birth and childhood,[,],Acceptance of Islam,[,],After declaration of Islam,[,],Migration to Medina,[,],During Muhammad's era,[,],Succession to Muhammad,[,],Life after Muhammad,[,],Ali and the Rashidun Caliphs,[,],Siege of Uthman,[,],Election as Caliph,[,],Reign as Caliph,[,],First Fitna,[,],Death,[,],Burial,[,],Works,[,],Muslim views,[,],Non-Muslim views",Ali
"[,],Jindal Prize",Rural development
"Joint Chiefs of Staff Committee,Troop Strength,Uniforms,Rank Structure,Gallantry awards,China,South Asian Countries,United States and NATO,Middle Eastern Countries,Army,Air Force,Navy",Pakistan Armed Forces
"Subspecies,Hybrids,Mane,White lions,Group organization,Hunting and diet,Reproduction and life cycle,Health,Communication,Man-eaters,In captivity,Baiting and taming,Cited texts",Lion
"[,],Why microfinance?,[,],Financial needs of poor people,[,],Ways in which poor people manage their money,[,],Interest rates,[,],Use of loans,[,],Who should provide microfinance services?,[,],Reach versus depth of impact,[,],Gender,[,],Impact,[,],United States,[,],Canada,[,],Impact,[,],Role of foreign donors,[,],Working conditions in enterprises affiliated to MFIs",Microfinance
"[,],Early beginnings,[,],Modern microcredit,[,],Economic principles,[,],Group lending,[,],Lending to women,[,],Peer-to-peer lending over the Web",Microcredit
,Leslie Mungavin
"[,],Comilla Cooperative Pilot Project,[,],Orangi Pilot Project,[,],In English,[,],In Urdu",Akhtar Hameed Khan
"[,],Early life and Naval Career,[,],Indo-Pakistan 1965 War,[,],Chief of Naval Staff,[,],Eastern Military High Command,[,],Reasoning with East-Pakistan Disaster,[,],Resignation,[,],Hamoodur Rehman Commission",Syed Mohammad Ahsan
"[,],History",Vice admiral
"[,],Career with Pakistan Air Force,[,],Indo-Pakistani War of 1965,[,],SUPARCO administrator,[,],Rehbar Sounding Rocket Program,[,],Involvement in Nuclear weapons programme,[,],Honorary monument",Władysław Turowicz
